,DO,TG,SY,BW,NA,PF,GP,UA,BB,PS,GE,DZ,TR,MK,CD,SL,TK,HU,AD,MR,RS,LT,UM,EE,IS,LA,BN,GI,VG,FO,MG,AQ,CH,MF,CI,SA,GH,UY,BO,IR,BZ,NL,LU,PK,AE,MS,ST,JM,HT,TJ,SM,HM,KR,GD,PR,NU,GQ,EH,KG,PG,BV,LY,QA,SX,AI,TF,TM,DE,SS,OM,MT,RU,PL,LR,EC,PY,BH,KY,ZW,VA,FI,MA,CN,AW,CW,MX,BQ,NG,UG,NR,LK,BD,IL,TT,MM,SJ,SK,ML,AZ,CC,HK,YE,US,IM,GB,PT,BE,GW,PA,NF,AO,CV,MY,CO,SG,GN,WF,BI,KM,IT,WS,LS,PM,CZ,MU,SR,HR,VU,TL,AU,CL,MC,SD,FK,TZ,VC,ET,GM,BJ,KN,NI,PN,RW,MV,CY,TO,SH,MO,TV,GA,KW,IN,PW,BF,LI,NP,GT,NE,BS,MZ,CU,AL,TC,DK,FR,JE,DJ,ZM,AM,BR,GU,BG,RO,IO,JP,VN,TW,CA,AX,MN,SI,ZA,TN,MW,CX,GY,GL,KZ,FJ,SE,AT,CM,SN,CF,VI,HN,GG,GR,NC,DM,AS,ME,SB,FM,VE,ER,ID,UZ,BL,LC,NZ,KH,IQ,EG,LV,NO,BY,PH,MP,AF,TH,JO,SV,MQ,AG,KI,RE,BM,LB,ES,IE,XK,SC,CK,AR,MD,TD,CR,SZ,BT,PE,KE,GS,YT,BA,GF,KP,CG,MH,SO
IS,0,0,1,0,0,0,0,6,0,1,0,3,68,0,0,0,0,5,0,2,1,0,0,1,868,2,0,0,0,0,0,0,8,0,3,17,3,12,0,2,1,25,1,8,14,0,0,4,0,1,0,0,28,0,0,0,0,0,2,1,0,0,2,0,0,0,0,66,1,0,3,33,18,13,2,1,3,0,0,1,20,1,20,0,0,35,0,18,1,0,0,2,1,0,0,0,5,0,1,0,0,1,524,0,608,17,12,0,2,0,1,0,44,11,9,1,0,0,0,43,0,0,0,5,0,0,2,1,0,25,2,0,2,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,4,14,0,0,0,4,1,2,3,0,1,1,0,19,136,0,1,0,0,55,0,3,6,0,51,4,4,59,0,0,5,8,0,0,0,0,1,0,0,31,6,1,0,0,0,0,0,4,0,0,0,1,0,0,12,0,35,0,0,0,10,0,8,2,8,10,5,68,0,3,26,2,1,0,0,0,0,0,5,130,25,1,0,0,24,0,1,2,0,0,5,1,0,0,2,0,2,0,0,0
LA,285,24,90,26,50,0,0,280,49,35,100,170,621,45,64,8,0,337,5,9,82,55,0,67,21,1362,30,6,0,10,17,0,284,0,45,1265,67,370,99,236,4,587,14,234,439,0,4,265,45,18,2,0,298,4,0,10,3,2,9,25,0,25,48,0,46,0,1,1955,33,38,27,680,924,967,420,301,15,2,40,63,596,502,944,0,0,4093,0,415,72,1,36,61,131,73,100,0,76,22,194,0,0,243,46902,19,7865,1379,490,2,193,0,19,3,1184,1847,254,6,0,0,1,2110,2,4,0,125,26,6,141,3,5,2208,1795,4,56,11,41,2,51,4,14,3,89,0,3,50,32,9,10,0,0,59,356,1062,0,19,6,88,162,17,128,6,33,36,5,270,7148,91,15,13,21,6213,0,89,208,1,1774,170,263,3947,0,4,120,642,65,10,0,38,7,21,7,421,254,148,25,7,0,113,2,582,0,19,0,4,1,2,1308,6,1678,8,0,16,476,32,69,348,77,249,32,3029,0,67,1264,61,88,0,6,0,0,5,102,2315,638,38,181,1,4323,32,22,287,1,7,708,128,12,0,138,0,39,7,1,40
BN,0,0,2,0,0,0,0,1,0,4,2,2,3,0,1,0,0,1,0,0,2,0,0,1,0,1,457,0,0,0,0,0,2,0,0,10,0,1,1,5,0,8,1,0,37,0,0,0,0,2,0,0,19,0,0,0,0,0,0,0,0,3,3,0,0,0,0,56,0,6,0,3,4,8,2,0,9,0,0,0,4,2,49,0,0,7,0,3,1,0,0,2,0,0,0,0,0,0,0,0,0,3,200,0,64,6,5,0,1,0,0,0,331,4,32,0,0,0,0,9,0,0,0,0,0,0,0,0,0,20,2,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,10,9,0,0,0,2,0,0,0,0,0,0,0,3,61,1,0,0,0,32,0,0,1,0,61,3,21,25,0,0,0,2,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,39,0,58,1,0,0,7,0,0,10,0,12,1,321,0,0,15,4,0,0,0,0,0,0,4,15,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
GI,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,7,0,0,4,0,0,0,0,3,0,713,0,0,1,0,1,0,0,1,3,1,1,2,0,16,0,1,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,31,0,0,0,9,7,9,2,1,0,0,0,0,3,2,5,0,0,17,0,3,1,0,1,0,1,1,0,0,0,0,0,0,0,3,297,0,245,9,6,0,2,0,0,0,10,13,0,0,0,0,0,22,0,0,0,1,1,1,2,0,0,13,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,14,0,0,0,1,0,0,2,0,0,0,0,6,25,0,0,0,0,53,0,1,3,0,16,0,0,23,0,0,1,7,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,3,0,0,0,1,0,0,3,0,12,0,0,0,1,0,2,2,1,2,0,23,0,0,3,0,1,0,0,0,0,0,1,91,12,0,1,0,14,0,0,2,0,0,5,1,0,0,0,0,1,0,0,0
VG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,0,1,0,0,1,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,122,0,7,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0,1,11,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FO,2,0,4,0,0,0,0,26,0,1,0,2,18,0,0,0,0,0,0,1,1,2,0,0,0,6,0,0,0,12,0,0,3,0,1,3,2,3,1,4,0,5,0,2,6,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,3,142,5,7,2,2,0,0,0,1,24,2,11,0,0,2,0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,5,451,0,49,51,7,0,1,0,0,0,7,11,4,0,0,0,0,15,0,0,0,2,0,1,0,0,1,8,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,6,0,0,0,1,0,0,1,0,0,1,0,13,90,2,0,0,1,44,0,0,2,0,27,2,3,25,0,0,0,4,0,0,0,1,0,2,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,7,0,5,0,0,0,0,0,1,1,1,1,5,7,0,0,8,0,0,0,0,1,0,0,0,29,3,0,0,0,21,0,1,1,0,0,3,0,0,0,1,0,2,1,0,0
MG,22,5,5,0,1,0,0,92,4,19,4,37,91,1,15,3,0,53,1,1,149,3,0,18,1,25,0,3,0,1,732,0,34,0,5,63,2,115,19,147,0,45,3,18,55,0,3,15,4,1,6,0,108,0,0,0,1,0,0,25,0,5,1,0,2,0,3,232,4,10,11,52,85,52,3,33,1,0,1,0,741,12,100,0,0,68,0,78,8,0,0,4,51,1,8,0,8,11,6,0,0,102,2014,2,403,315,52,0,10,0,8,0,61,66,10,8,0,1,0,1189,0,1,0,89,5,0,3,0,1,156,19,1,10,2,4,0,16,0,6,0,10,0,0,2,4,0,0,0,0,2,2,171,0,15,0,6,3,3,0,3,9,1,0,6,765,1,0,2,11,32653,0,5,51,0,235,8,9,172,0,0,12,29,4,1,0,0,4,0,1,32,53,64,2,6,0,1,0,58,0,0,0,5,0,2,32,0,74,0,0,0,27,1,13,100,6,41,4,146,0,4,116,20,51,0,0,0,0,2,3,364,34,3,21,0,155,3,8,7,0,2,94,13,0,0,312,0,2,19,0,4
AQ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,1,0,1,1,1,1,0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,53,0,11,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,9,0,0,0,0,0,0,0,2,9,0,0,0,0,4,0,0,1,0,8,0,2,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,131,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
CH,97,28,67,9,7,0,0,258,18,10,51,172,1876,36,44,5,1,91,4,5,152,11,0,45,7,76,6,0,0,1,17,0,8649,0,117,828,98,119,29,102,1,580,37,307,394,0,1,71,32,23,4,0,310,2,0,5,3,1,5,20,0,26,63,0,2,0,1,2598,19,46,32,635,233,301,168,105,48,3,23,10,320,101,477,0,0,790,0,426,108,0,59,46,95,20,38,0,43,22,38,0,0,139,9195,2,3690,1047,630,2,57,0,12,2,434,565,126,4,0,7,2,1256,0,2,0,84,7,5,56,3,2,782,231,20,49,2,73,3,31,7,16,0,24,0,28,88,40,5,0,0,0,33,167,1474,0,27,19,73,44,8,29,4,37,22,2,91,11650,9,3,8,3,1973,0,52,82,1,1233,54,87,1319,0,29,45,513,68,12,0,12,5,26,7,323,281,113,51,5,0,29,4,332,0,1,0,24,1,0,357,0,753,7,0,1,107,17,82,357,59,182,51,735,0,22,2231,67,45,0,1,1,0,1,72,2502,279,29,20,3,1450,5,18,74,2,1,150,249,1,0,69,0,12,12,0,11
MF,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CI,19,29,6,1,0,0,0,83,7,0,2,21,35,0,14,1,0,50,1,1,6,1,0,3,3,18,0,0,0,1,2,0,63,0,4840,9,35,3,0,16,1,22,1,4,32,0,0,4,8,2,0,0,5,0,0,1,0,0,2,0,0,0,1,0,0,0,2,32,10,0,0,18,7,21,2,2,2,0,3,2,9,77,244,0,0,20,0,67,28,0,0,2,5,1,6,0,0,19,1,0,0,9,616,0,123,14,120,0,8,0,6,5,5,35,1,12,0,11,0,43,0,0,0,43,2,0,1,0,0,25,9,3,5,2,3,0,6,2,79,2,1,0,10,3,0,1,0,0,0,19,1,36,0,37,0,0,3,19,1,2,6,0,0,3,3031,0,0,2,0,38,0,1,45,0,577,9,21,241,0,2,5,23,20,2,0,3,0,0,1,7,16,144,80,0,0,0,0,1,0,0,0,0,0,0,54,0,31,1,0,0,4,1,5,11,2,14,1,24,0,2,16,1,0,0,0,0,0,0,24,477,5,2,1,0,42,1,34,0,0,0,25,29,0,0,8,0,2,20,0,4
SA,174,32,3007,4,30,0,0,887,19,1235,35,4076,2632,28,26,9,1,240,186,71,46,24,0,99,21,69,60,6,0,2,31,0,664,0,16,509241,193,34,18,1689,0,1328,8,3027,18065,0,1,28,9,144,2,0,439,2,0,19,1,0,4,31,0,1448,7945,0,1,0,10,4877,10,5265,24,2002,329,325,81,64,3796,1,16,8,210,2683,1268,0,0,807,0,537,97,1,105,173,852,35,101,0,77,28,26,0,0,29731,25771,3,9888,157,161,0,54,0,28,1,1975,516,282,9,0,3,50,1226,1,0,0,407,12,13,85,0,1,1191,158,8,1366,31,71,1,56,16,4,4,12,0,6,51,52,2,2,0,0,12,18119,3674,1,72,1,102,15,44,51,34,19,50,0,119,4058,11,30,17,9,16435,0,30,443,1,1330,230,835,2066,0,31,106,602,2603,17,0,11,7,79,10,470,482,46,30,8,0,16,4,161,0,47,0,9,1,2,320,38,1777,45,0,2,175,24,4805,13670,80,183,203,3565,0,88,963,3442,67,0,3,1,0,11,1809,2651,325,19,7,0,647,17,80,44,9,3,409,174,3,0,281,0,153,1,1,122
GH,2,5,8,7,10,0,0,57,3,17,9,19,400,3,5,12,0,18,0,1,13,3,0,7,2,10,2,0,8,2,5,0,29,0,23,108,21584,11,7,34,0,53,3,31,92,0,0,45,13,13,0,0,22,0,0,5,0,2,1,1,0,5,28,0,0,0,14,290,56,4,2,80,17,469,10,0,2,1,18,5,475,28,190,0,0,79,0,736,58,1,7,1,31,4,6,0,8,5,4,0,0,13,3454,2,1538,57,50,0,10,0,5,0,189,349,42,5,0,6,0,165,0,2,0,13,3,0,3,0,3,276,16,1,16,4,22,1,39,30,9,0,1,0,2,4,7,5,4,0,0,15,13,175,0,20,0,7,5,6,22,2,2,1,2,72,629,7,0,18,5,159,0,3,77,0,149,13,13,423,0,20,8,242,5,7,0,9,1,0,2,35,47,23,21,2,0,2,13,13,0,4,0,1,0,0,32,3,257,1,0,2,22,0,34,44,8,30,4,290,0,19,92,3,1,0,4,0,0,2,12,217,35,5,4,1,131,2,3,7,1,0,44,112,1,0,103,0,1,0,0,13
UY,231,5,8,0,0,0,0,55,2,10,2,59,105,2,6,8,0,233,1,1,34,1,0,11,3,37,0,1,0,1,45,0,69,0,4,14,5,96884,584,79,4,91,2,25,43,0,8,191,25,2,0,0,66,0,0,1,1,3,42,16,0,2,13,0,0,0,13,553,0,15,0,142,64,59,598,782,7,0,0,0,102,402,151,0,0,3099,0,59,2,0,4,36,36,11,19,0,6,1,4,0,0,43,4330,0,677,73,57,0,179,0,7,0,68,2078,11,0,0,0,0,1100,0,0,0,16,8,7,19,0,0,121,1237,8,10,2,2,1,14,1,2,0,141,0,0,1,13,1,10,0,0,2,7,231,0,47,0,7,346,13,1,4,70,3,0,14,1094,0,0,1,6,3101,0,6,89,0,282,33,28,220,0,14,13,40,8,0,0,1,25,2,0,30,17,5,13,2,0,350,1,51,0,0,0,0,4,0,1723,0,147,22,0,244,18,0,10,49,5,64,7,294,0,278,61,19,169,0,3,0,0,0,16,2883,67,0,14,0,30413,1,10,358,0,1,722,53,1,0,20,0,7,3,0,1
BO,31,2,4,0,1,0,0,14,3,3,7,19,115,3,4,0,0,9,0,0,7,2,0,5,1,11,0,0,0,0,1,0,8,0,1,20,16,408,3973,16,0,24,0,3,25,0,3,8,4,2,0,0,35,1,0,0,0,0,1,0,0,1,5,0,2,0,0,75,3,15,1,11,29,28,150,134,0,0,0,5,41,25,67,0,0,676,0,6,6,0,0,4,6,1,8,0,5,0,2,0,0,19,1604,1,265,40,6,0,36,0,2,0,15,344,6,0,0,0,0,325,0,0,0,12,0,1,6,0,0,64,254,2,4,2,2,0,2,0,1,0,17,0,0,2,0,0,4,0,0,1,7,59,0,2,0,4,30,1,2,0,13,3,0,12,144,6,1,0,0,536,0,2,11,0,271,11,22,86,0,0,6,23,1,0,0,1,4,1,0,18,8,1,3,2,0,24,0,9,0,3,0,0,0,0,395,0,62,4,0,2,9,3,3,12,1,18,4,95,0,4,46,2,23,0,2,0,0,0,7,719,21,0,8,0,1774,2,0,45,0,0,335,6,5,0,5,0,2,1,0,1
IR,54,12,113,5,8,0,0,156,14,22,31,108,1783,44,41,12,2,113,9,9,47,9,0,24,37,76,76,0,0,9,44,0,131,0,22,1583,40,113,21,6828,4,322,8,596,537,0,4,78,17,17,3,0,251,0,0,8,2,0,8,12,0,20,88,0,4,0,6,791,13,134,7,385,137,211,96,56,130,2,9,50,373,106,657,0,0,490,0,170,51,3,16,39,63,15,53,0,26,6,58,0,0,317,13449,5,2815,384,155,3,398,0,15,2,7770,345,163,12,0,2,0,650,0,0,0,50,8,1,18,4,2,523,114,4,56,6,35,4,26,0,10,0,26,0,1,38,28,4,4,0,0,24,448,646,2,13,0,49,38,6,43,4,30,24,2,112,3090,36,1,5,12,9069,0,54,55,0,1346,57,143,1037,0,3,41,210,51,4,0,6,7,16,4,190,77,29,10,16,0,15,1,75,0,30,0,4,0,0,195,2,625,12,0,6,116,1,408,432,31,79,15,535,0,37,1377,98,44,0,7,2,0,9,121,809,177,14,21,1,602,7,6,54,0,0,106,49,1,0,118,0,15,6,1,26
BZ,4,1,0,0,0,0,0,7,1,0,0,0,3,24,0,0,0,9,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,2,1,0,3,22,4,0,1,4,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,17,0,0,1,25,1,3,0,3,0,1,0,0,3,2,8,0,0,23,0,3,0,0,0,1,1,2,0,0,0,0,0,0,0,1,278,0,39,37,5,0,10,0,2,0,3,12,0,0,0,0,0,20,0,0,0,0,0,0,2,0,0,9,3,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,8,0,0,0,0,6,0,1,1,2,0,0,1,41,0,0,0,0,71,0,1,0,0,27,1,3,27,0,1,0,7,0,0,0,1,0,2,0,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,6,2,0,1,3,2,0,2,1,1,2,27,0,0,5,0,1,0,0,0,0,1,1,30,6,0,0,0,19,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0
NL,132,12,100,13,20,0,0,443,28,65,104,148,2551,51,60,12,1,232,4,3,248,39,0,127,20,456,23,1,1,5,28,0,412,0,53,546,148,162,43,279,5,108942,37,563,767,0,2,111,28,42,5,0,589,3,0,6,5,0,7,25,0,14,66,0,14,0,4,3311,25,43,27,1883,535,687,235,130,45,12,28,42,885,198,952,0,0,1765,0,690,80,0,47,65,158,92,53,0,95,17,76,0,0,180,32384,12,10291,960,2573,2,150,0,47,2,1817,1256,427,11,0,3,1,1822,0,0,0,187,26,54,96,2,4,1549,431,15,67,13,68,5,39,3,9,4,46,0,24,37,58,4,4,0,1,37,124,1551,1,22,1,71,105,10,70,10,49,39,4,295,4130,69,2,16,10,6506,0,111,188,1,1518,106,279,2784,0,17,89,931,55,11,0,23,16,52,9,843,362,67,26,18,0,42,11,578,0,13,0,38,4,9,726,8,1676,25,0,6,292,32,103,438,121,325,89,4767,0,25,1808,66,82,0,1,0,0,6,106,2328,583,42,99,5,2048,22,17,104,1,2,292,223,5,0,153,0,33,4,0,27
LU,4,0,1,0,0,0,0,3,1,0,1,2,54,1,0,0,0,2,0,0,3,0,0,0,1,4,0,0,0,1,3,0,22,0,1,3,2,3,1,2,0,30,420,8,4,0,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,0,0,5,19,20,8,4,5,1,0,0,1,13,7,20,0,0,28,0,5,2,0,0,0,3,0,0,0,0,2,1,0,0,4,876,0,196,83,76,0,3,0,1,1,10,24,5,0,0,0,0,57,0,0,0,4,2,0,1,0,0,24,11,0,1,0,14,0,0,0,0,0,0,0,0,2,4,0,0,0,0,1,4,19,0,0,1,1,1,0,1,0,0,0,0,26,278,1,0,0,0,102,0,5,4,0,76,1,8,68,0,0,4,13,1,0,0,0,0,0,1,7,12,2,0,0,0,0,0,20,0,0,0,1,0,0,11,0,75,0,0,0,8,0,0,6,3,3,0,10,0,1,31,0,0,0,0,0,0,0,0,95,19,0,0,0,27,0,0,2,0,0,6,0,0,0,3,0,0,1,0,1
PK,53,2,154,19,13,0,0,121,34,41,80,88,389,10,18,3,1,68,3,19,52,20,0,114,8,105,23,1,0,1,13,0,113,0,1,4060,65,36,17,548,3,685,9,132945,5422,0,1,32,13,36,0,0,425,3,0,5,0,1,1,7,0,53,482,0,1,0,0,1170,2,436,9,359,267,463,51,51,263,2,16,7,317,81,697,0,0,363,0,402,96,0,181,317,53,14,38,0,38,6,45,0,0,560,12264,7,10575,237,205,1,29,0,12,0,1253,302,293,0,0,0,3,1141,0,0,0,32,32,12,54,1,11,1382,95,5,52,11,31,27,13,2,26,2,9,1,1,32,100,0,1,0,0,10,393,8912,0,9,5,220,18,7,109,7,38,11,2,298,1969,13,2,5,4,915,0,46,196,0,1607,68,59,2312,0,6,44,645,48,9,0,11,4,12,3,333,187,27,9,3,0,9,2,221,0,5,0,4,1,0,137,2,1118,4,0,0,373,13,190,258,32,321,18,785,0,88,503,70,13,0,0,0,0,36,66,1050,373,10,31,0,637,5,16,26,0,0,132,139,1,0,55,0,25,1,0,22
AE,138,13,799,27,64,0,0,361,25,302,184,1091,1002,31,42,16,1,325,1141,17,295,22,0,160,24,513,49,4,0,4,21,0,443,0,62,34003,218,227,69,874,2,907,12,4257,70999,0,3,112,34,26,3,0,368,1,0,18,4,2,5,19,0,539,2478,0,6,0,3,2274,8,2419,18,1120,396,1003,423,253,1950,6,46,23,448,913,1697,0,0,4029,0,1181,143,1,210,198,303,93,100,0,139,24,53,0,0,4464,35028,9,10260,811,426,0,180,0,70,4,1641,2217,734,3,0,5,4,1869,1,2,0,121,15,5,61,5,2,1789,784,9,417,34,76,5,58,10,14,1,103,0,5,91,70,9,4,0,2,12,3672,5697,1,33,1,420,190,17,50,34,21,49,2,174,5865,13,22,13,24,6644,0,73,522,0,3240,118,439,2527,0,22,90,688,1189,24,0,20,8,52,9,670,361,65,19,8,0,82,4,265,0,17,0,8,1,2,1047,11,2019,18,0,4,250,17,1435,5387,50,289,75,8154,0,74,835,1549,83,0,2,0,0,10,844,4793,347,68,60,1,2565,10,24,190,16,5,458,445,1,0,172,0,53,10,1,54
MS,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,3,1,0,0,8,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,17,0,9,0,2,0,0,0,0,0,0,17,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,132,2,0,0,0,91,0,0,6,0,0,5,1,0,0,0,0,0,0,0,0
ST,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,9,0,3,0,0,3,0,19,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,5,3,1,3,298,0,0,0,0,12,1,3,0,0,11,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,3,56,0,4,9,1,0,3,0,0,0,5,10,1,0,0,0,0,11,0,0,0,1,0,0,0,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,66,0,0,0,0,204,0,0,1,0,8,1,0,1,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,6,0,0,0,0,21,0,2,0,0,0,1,2,0,1,0,0,0,4,0,0,7,0,1,0,0,0,0,0,0,20,1,0,0,0,242,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
JM,24,1,25,13,2,0,0,33,50,39,21,31,47,11,19,3,0,25,0,1,11,5,0,11,6,54,2,0,1,3,3,0,24,0,9,31,67,225,10,47,2,68,0,17,88,0,1,7798,33,46,2,0,24,2,0,2,0,2,0,2,0,5,14,0,19,0,0,158,6,10,7,118,30,405,24,24,11,8,7,12,111,41,206,0,0,118,0,117,36,0,3,6,11,44,18,0,14,0,9,0,0,20,7208,6,1448,517,46,0,28,0,4,0,110,412,27,0,0,0,1,227,0,1,0,17,1,10,0,1,7,144,52,0,12,2,4,18,23,15,2,5,6,0,2,10,6,1,0,0,0,7,10,198,0,4,1,5,15,0,66,0,17,2,5,21,526,10,0,3,2,1480,0,6,51,1,310,12,72,763,0,2,6,126,3,9,0,22,2,1,1,50,36,10,2,0,0,2,2,32,0,14,0,1,1,1,157,2,257,8,0,8,30,1,11,63,4,28,11,1746,0,2,57,4,5,0,14,0,0,3,17,309,71,0,5,0,1132,5,0,15,0,0,38,102,2,0,9,0,2,0,0,29
HT,31,5,3,2,2,0,0,17,13,5,6,13,26,0,3,1,0,7,0,0,3,1,0,1,0,9,2,1,0,1,1,0,22,0,12,12,18,28,4,11,0,29,4,30,12,0,0,71,1217,4,0,0,12,6,0,0,0,0,0,1,0,0,3,0,1,0,0,54,0,3,0,37,10,54,16,39,1,2,3,1,20,13,31,0,0,70,0,59,11,0,2,2,2,48,0,0,0,5,4,0,0,4,1671,1,394,21,19,0,7,0,2,0,116,67,4,1,0,0,0,73,0,0,0,5,0,1,1,0,0,40,18,1,5,0,0,3,1,1,2,8,3,0,0,3,0,0,1,0,0,4,0,139,0,6,0,3,4,0,11,1,5,8,1,6,949,4,0,3,0,191,0,1,10,0,58,3,16,158,0,1,7,62,2,0,0,4,1,0,0,11,9,14,5,1,0,6,0,3,0,2,0,0,1,0,52,0,126,0,0,3,4,0,3,5,3,7,4,100,0,2,25,1,7,0,3,0,0,2,6,116,21,0,4,0,1324,0,2,4,0,0,19,13,0,0,7,0,1,2,0,5
