,DO,TG,SY,BW,NA,PF,GP,UA,BB,PS,GE,DZ,TR,MK,CD,SL,TK,HU,AD,MR,RS,LT,UM,EE,IS,LA,BN,GI,VG,FO,MG,AQ,CH,MF,CI,SA,GH,UY,BO,IR,BZ,NL,LU,PK,AE,MS,ST,JM,HT,TJ,SM,HM,KR,GD,PR,NU,GQ,EH,KG,PG,BV,LY,QA,SX,AI,TF,TM,DE,SS,OM,MT,RU,PL,LR,EC,PY,BH,KY,ZW,VA,FI,MA,CN,AW,CW,MX,BQ,NG,UG,NR,LK,BD,IL,TT,MM,SJ,SK,ML,AZ,CC,HK,YE,US,IM,GB,PT,BE,GW,PA,NF,AO,CV,MY,CO,SG,GN,WF,BI,KM,IT,WS,LS,PM,CZ,MU,SR,HR,VU,TL,AU,CL,MC,SD,FK,TZ,VC,ET,GM,BJ,KN,NI,PN,RW,MV,CY,TO,SH,MO,TV,GA,KW,IN,PW,BF,LI,NP,GT,NE,BS,MZ,CU,AL,TC,DK,FR,JE,DJ,ZM,AM,BR,GU,BG,RO,IO,JP,VN,TW,CA,AX,MN,SI,ZA,TN,MW,CX,GY,GL,KZ,FJ,SE,AT,CM,SN,CF,VI,HN,GG,GR,NC,DM,AS,ME,SB,FM,VE,ER,ID,UZ,BL,LC,NZ,KH,IQ,EG,LV,NO,BY,PH,MP,AF,TH,JO,SV,MQ,AG,KI,RE,BM,LB,ES,IE,XK,SC,CK,AR,MD,TD,CR,SZ,BT,PE,KE,GS,YT,BA,GF,KP,CG,MH,SO
AD,8,0,3,0,0,0,0,47,0,7,2,3,7,1,3,0,0,4,736,1,0,1,0,3,0,4,0,0,0,0,0,0,7,0,1,95,2,11,2,9,0,8,2,5,480,0,0,1,0,0,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,0,0,27,0,8,0,98,27,3,25,6,3,0,0,0,6,7,16,0,0,126,0,6,0,0,2,0,7,0,0,0,3,0,2,0,0,11,273,0,64,24,5,0,5,0,0,0,29,52,5,0,0,0,0,19,0,0,0,3,0,0,0,0,0,18,36,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,29,0,0,0,1,55,0,0,0,0,0,0,3,133,0,0,0,0,45,0,1,7,0,22,5,7,15,0,0,1,7,6,0,0,1,0,5,0,12,5,1,0,2,0,4,0,8,0,0,0,0,0,0,28,0,28,3,0,0,3,2,2,10,0,5,8,46,0,1,25,3,7,0,0,0,0,0,2,928,5,0,1,0,142,0,0,9,0,0,18,2,0,0,2,0,10,0,0,0
MR,5,1,12,1,1,0,0,142,0,2,1,47,24,1,3,0,1,4,0,298,4,4,0,4,0,3,1,0,0,0,0,0,2,0,9,381,4,11,3,49,0,13,0,6,26,0,0,6,0,0,0,0,121,0,0,2,0,0,0,0,0,8,33,0,0,0,0,39,0,15,1,513,9,6,6,2,4,0,3,0,17,15,23,0,0,17,0,4,1,0,0,5,9,1,2,0,3,0,0,0,0,37,287,0,84,32,5,0,1,0,1,0,33,9,2,1,0,1,0,39,0,0,0,5,1,0,2,0,0,21,9,0,11,1,2,1,2,0,2,0,0,0,1,2,6,0,0,0,0,0,24,18,0,2,1,3,0,5,0,0,1,0,0,3,112,1,0,0,1,695,0,3,6,0,36,2,6,30,0,0,0,5,14,0,0,0,1,3,0,16,4,2,16,8,0,2,0,7,0,0,0,0,0,1,8,0,29,1,0,0,3,2,13,67,4,7,16,27,0,1,42,9,0,0,4,0,0,0,10,49,5,1,1,0,32,1,3,1,0,0,9,2,0,0,4,0,13,1,0,1
RS,16,3,15,1,4,0,0,153,2,8,9,72,527,309,8,1,0,64,0,1,41143,8,0,30,3,21,7,1,0,5,48,0,172,0,1,86,14,36,12,176,4,120,11,78,145,1,1,11,7,0,1,0,264,0,0,3,1,0,4,9,0,9,7,0,4,0,3,514,2,5,12,434,210,62,29,25,5,1,26,4,673,34,265,0,0,221,0,99,11,1,14,34,26,6,12,0,42,15,7,0,0,93,3928,1,918,586,92,0,14,0,27,3,202,218,147,4,0,1,1,763,0,0,0,80,7,5,355,1,2,204,248,4,8,0,80,0,6,1,6,0,40,0,0,30,18,4,1,0,0,2,37,434,0,8,0,11,5,0,8,15,76,10,2,29,1238,0,2,1,9,19603,0,191,95,0,638,91,38,346,0,236,80,89,12,0,0,2,6,10,9,171,184,3,11,14,0,10,0,147,0,0,0,959,0,1,74,1,241,7,0,3,41,5,41,149,5,182,24,297,0,4,230,28,21,0,1,0,0,0,21,595,56,65,8,3,304,4,5,26,1,1,99,14,0,0,1062,0,115,11,0,7
LT,7,0,3,0,2,0,0,261,1,2,15,8,80,10,3,4,0,7,1,0,10,458,0,21,1,12,1,0,0,0,1,0,27,0,2,9,6,5,2,21,0,55,3,22,19,0,0,1,1,1,0,0,80,0,0,1,0,0,0,1,0,45,1,0,0,0,0,133,0,0,1,493,107,29,8,4,0,1,4,1,55,7,68,0,0,76,0,33,4,0,17,29,10,5,1,0,10,0,3,0,0,10,1492,0,357,60,53,0,5,0,1,0,39,22,27,2,0,0,0,69,0,0,0,14,0,1,5,0,0,79,24,2,2,0,0,0,2,1,1,0,2,0,0,0,4,0,0,0,0,0,3,128,0,0,0,2,3,0,2,0,2,2,2,15,390,4,0,2,5,304,0,11,19,0,189,43,23,222,0,3,7,28,2,2,0,1,1,5,0,38,19,4,1,2,0,3,0,18,0,1,0,4,0,0,8,0,195,6,0,1,16,2,4,11,33,22,53,101,0,0,157,2,2,0,1,0,0,3,2,301,32,2,0,0,98,1,0,4,0,1,22,3,0,0,8,0,7,0,0,0
UM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE,23,5,22,7,4,0,0,621,10,15,21,68,599,22,9,6,1,89,2,2,37,25,0,4327,12,74,25,4,2,1,6,0,120,0,13,144,59,54,25,89,2,219,12,456,213,2,1,25,9,3,1,0,1136,4,0,5,0,1,6,11,0,5,19,0,1,0,2,452,4,23,14,1810,220,116,69,37,13,13,9,6,251,99,947,0,0,518,0,518,87,0,114,237,40,21,39,0,49,1,17,0,0,54,7250,2,1437,387,109,1,24,0,64,2,2072,317,166,2,0,1,1,459,1,0,0,53,14,2,41,1,0,380,206,8,17,8,18,0,9,2,9,3,19,0,1,11,8,5,2,0,0,4,26,849,0,11,1,43,39,3,19,7,16,17,10,115,1903,12,5,2,21,1834,0,44,182,0,2914,509,162,652,0,7,38,336,33,2,0,9,3,41,1,180,71,17,4,56,0,23,0,92,0,1,0,5,1,0,115,1,1859,25,0,2,59,32,33,183,55,82,218,1787,0,7,2285,38,21,0,1,0,0,12,27,648,86,11,6,0,559,12,3,77,1,4,187,77,1,0,36,0,293,1,0,7
IS,7,1,5,1,0,0,0,21,1,7,3,8,313,3,2,0,0,8,0,1,5,1,0,6,858,12,1,0,0,2,4,0,30,0,1,34,19,19,3,41,48,53,1,23,26,0,0,14,6,3,2,0,90,0,0,1,0,1,0,2,0,5,5,0,0,0,1,269,3,5,0,75,69,21,10,68,0,1,4,5,67,13,90,0,0,127,0,73,5,0,4,10,5,3,8,0,11,0,1,0,0,11,2494,0,804,33,29,0,5,0,2,0,77,83,24,1,0,1,0,275,0,0,0,8,1,1,6,1,0,97,47,1,4,2,1,0,2,1,1,1,6,0,1,1,6,2,1,0,0,2,7,138,0,1,1,3,9,2,3,1,1,3,0,26,341,0,0,3,1,203,0,4,7,0,162,6,20,195,0,1,4,39,2,0,0,4,1,1,0,81,22,4,2,5,0,5,0,25,0,1,0,0,0,0,125,0,291,1,0,2,16,1,1,53,6,44,9,139,0,5,262,3,5,0,0,0,0,0,3,485,39,0,1,0,236,1,1,13,0,0,26,17,0,0,5,0,5,0,0,4
LA,69,11,55,14,15,0,0,164,39,26,69,137,264,20,56,26,1,120,5,7,41,31,0,97,14,2444,23,1,2,18,7,0,207,0,65,213,85,78,47,275,13,376,20,166,315,0,0,87,27,12,2,0,587,7,0,8,0,0,11,39,0,6,25,0,11,0,5,1104,56,33,19,440,459,325,109,111,22,11,23,56,591,211,991,0,0,1705,0,378,59,0,98,50,61,50,118,0,84,10,146,0,0,109,54287,3,5058,750,357,1,96,0,37,1,983,619,301,6,0,1,1,1058,0,1,0,110,16,3,42,4,7,1413,455,4,57,10,25,6,51,2,21,2,48,0,0,40,35,4,6,0,0,35,49,989,0,23,6,63,58,7,52,16,27,31,3,233,6334,76,6,15,8,3469,0,44,161,1,1659,196,388,3075,0,13,75,647,51,7,0,33,10,17,10,392,142,49,34,23,0,49,5,198,0,15,0,4,5,7,540,6,1113,16,0,6,313,40,54,238,52,255,31,2075,0,22,6082,55,41,0,6,0,0,6,61,1423,442,19,13,2,1199,20,12,104,2,5,345,104,6,0,105,0,126,8,3,24
BN,4,0,1,0,0,0,0,5,0,0,0,1,10,1,0,0,0,1,0,0,2,0,0,2,0,6,856,0,0,1,0,0,5,0,0,15,0,2,5,14,0,12,0,8,21,0,0,0,0,0,0,0,84,0,0,1,0,0,1,2,0,1,1,0,0,0,0,71,0,5,0,16,6,9,6,3,0,0,0,0,24,7,63,0,0,67,0,15,2,0,5,3,1,0,16,0,8,0,2,0,0,1,582,0,108,8,3,0,5,0,0,0,746,27,56,0,0,0,0,19,0,1,0,3,0,0,0,0,0,27,17,0,4,6,2,0,0,0,0,0,7,0,0,12,4,0,1,0,0,0,6,52,0,1,0,1,3,0,1,0,1,3,0,3,111,1,0,0,1,258,0,1,5,0,96,20,25,35,0,0,2,8,7,0,0,1,3,6,0,11,6,0,1,2,0,3,0,2,0,0,0,0,0,0,16,0,231,1,0,0,7,3,2,12,0,30,1,300,0,4,148,1,3,0,0,0,0,0,4,26,8,0,1,0,39,0,2,2,0,0,29,0,0,0,6,0,11,0,0,2
GI,2,0,0,0,0,0,0,223,1,1,9,7,65,7,0,0,0,2,0,1,2,6,0,11,2,2,0,631,0,0,0,0,14,0,0,322,2,1,0,3,0,31,1,16,26,0,0,0,0,3,0,0,54,0,0,0,0,0,0,1,0,0,10,0,5,0,1,52,0,1,1,904,14,24,1,2,0,11,0,0,4,9,24,0,0,33,0,105,3,0,48,92,5,2,0,0,1,0,1,0,0,10,566,6,625,11,9,0,1,0,0,0,20,77,7,0,0,0,0,18,0,0,0,3,1,0,3,0,0,27,11,3,0,3,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,275,95,0,0,0,2,0,0,0,0,0,0,3,5,55,1,0,0,7,28,0,4,5,0,29,62,9,42,0,1,1,10,2,1,0,1,0,8,1,11,2,1,0,1,0,0,1,8,0,0,0,0,0,0,15,0,316,11,0,0,5,2,6,9,19,4,92,80,0,0,17,0,0,0,0,0,0,1,0,252,20,1,0,0,19,7,0,2,0,0,5,11,0,0,0,0,4,0,0,1
VG,0,0,1,0,0,0,0,5,5,0,3,9,5,0,0,0,0,3,0,0,0,0,0,3,0,1,0,1,205,1,0,0,2,0,0,1,2,0,0,5,0,1,0,34,0,0,0,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,0,2,0,33,1,8,1,0,1,1,0,1,6,0,3,0,0,18,0,5,0,0,0,1,1,1,0,0,1,0,0,0,0,1,463,1,44,0,0,0,0,0,0,0,1,16,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,1,0,5,3,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,8,0,0,0,0,2,0,2,0,0,1,1,1,20,0,0,0,0,44,0,1,1,0,11,8,6,18,0,0,0,8,1,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,18,1,0,1,1,0,0,2,1,0,3,6,0,0,2,1,1,0,2,0,0,0,1,6,0,0,0,0,3,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0
FO,1,0,9,0,1,0,0,7,2,1,1,3,82,0,5,0,0,5,0,1,0,3,0,3,4,12,0,0,1,141,1,0,10,0,5,23,5,1,1,14,0,13,0,3,11,0,0,4,1,1,0,0,15,0,0,1,0,0,0,3,0,0,0,0,0,0,0,30,4,10,1,74,10,7,1,6,0,0,1,4,34,4,31,0,0,47,0,15,1,0,1,2,2,2,2,0,4,2,9,0,0,5,1803,0,124,403,16,0,2,0,1,0,16,28,5,0,0,0,0,38,0,0,0,2,0,0,1,0,1,9,22,0,2,0,0,0,0,0,1,0,11,0,1,1,1,0,0,0,0,2,4,14,0,1,0,1,1,0,4,1,2,1,0,21,633,5,0,0,1,153,0,1,1,0,66,3,8,78,0,0,7,36,2,2,0,1,2,0,1,11,1,3,0,3,0,1,0,11,0,2,0,0,0,2,15,0,47,0,0,0,4,1,3,6,3,6,1,23,0,0,47,0,0,0,0,0,0,0,1,126,14,2,0,0,60,2,1,1,0,1,6,6,0,0,10,0,2,0,0,3
MG,7,5,6,2,2,0,0,69,2,5,4,44,131,0,4,2,0,29,0,0,30,3,0,5,1,15,0,0,0,9,532,0,31,0,4,82,11,17,2,190,0,30,3,15,33,0,0,24,2,3,3,0,65,0,0,2,2,0,0,11,0,2,2,0,2,0,1,94,3,8,14,24,42,16,13,11,2,0,2,2,649,20,111,0,0,88,0,67,2,1,4,8,10,0,6,0,3,3,0,0,0,55,1546,0,217,1223,34,1,9,0,21,3,83,120,19,6,0,2,0,232,0,0,0,20,3,0,2,0,0,63,21,3,4,0,0,0,5,0,10,0,6,0,1,5,4,1,1,0,0,1,7,59,0,2,0,2,4,0,4,2,16,0,0,7,748,1,0,0,2,11874,0,4,14,0,174,12,22,93,0,1,8,48,1,0,0,1,2,1,1,18,29,4,5,4,0,1,0,18,0,1,0,6,0,0,344,0,78,0,0,0,22,1,4,23,0,34,2,69,0,0,121,2,10,0,0,0,0,1,3,252,9,9,0,1,195,2,4,4,0,0,41,12,0,0,84,0,7,10,0,2
AQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CH,79,72,118,54,47,0,0,937,20,40,58,322,3447,47,86,41,1,189,9,18,156,43,0,138,43,138,25,11,2,11,35,0,17583,0,234,1493,688,251,68,668,14,1134,63,1351,825,7,3,68,76,52,5,0,2391,2,0,25,2,0,21,45,0,94,166,0,6,0,4,5795,34,105,46,3438,640,467,409,317,83,33,113,12,573,272,1566,0,0,2639,0,2298,286,0,268,533,193,67,171,0,61,36,69,0,0,217,20669,12,7434,2572,1097,0,186,0,67,13,1470,1372,323,36,0,7,7,2843,1,7,0,159,20,5,91,2,12,1345,595,50,78,2,189,6,103,25,56,0,72,1,89,131,272,4,2,0,0,25,256,5325,0,62,24,190,134,15,36,21,51,42,4,228,15741,11,6,59,58,6629,0,117,277,0,3224,745,378,2473,0,77,84,1699,108,18,0,13,14,125,24,735,666,190,112,24,0,99,3,635,0,5,0,12,2,3,1395,10,4526,47,0,11,219,62,239,906,75,320,344,2487,0,58,6095,133,91,0,4,1,0,16,161,4608,470,50,9,0,3287,39,18,147,6,12,780,928,3,0,122,0,152,36,0,52
MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CI,15,214,4,1,4,0,0,79,1,0,20,38,86,1,142,15,0,5,0,14,1,2,0,10,3,44,1,0,1,2,28,0,121,0,12430,11,113,67,1,27,0,23,7,19,90,0,1,11,56,4,0,0,38,1,0,1,2,0,0,3,0,0,0,0,1,0,0,86,7,0,1,64,14,36,6,52,1,0,10,1,29,217,190,0,0,59,0,271,26,0,3,2,5,1,2,0,5,75,1,0,0,16,1371,0,318,64,323,0,5,0,10,4,14,54,2,188,0,1,3,140,0,0,0,12,9,0,3,0,0,45,33,9,12,2,13,1,9,1,379,0,1,0,15,3,3,0,1,0,0,77,3,50,0,128,0,1,8,51,13,0,10,3,0,14,8766,1,2,3,0,186,0,6,35,0,212,39,20,437,0,1,5,117,43,11,0,8,1,0,0,23,17,847,524,1,0,1,0,17,0,1,0,1,0,0,12,1,49,0,0,1,5,3,9,32,19,30,1,34,0,2,29,1,1,0,0,0,0,0,30,260,18,2,10,0,835,0,21,4,1,0,24,71,0,0,15,0,9,71,0,2
SA,113,43,12156,34,33,0,0,4273,11,1667,218,8122,7815,48,62,19,4,664,146,290,189,26,0,223,118,145,38,6,9,9,36,0,724,0,57,1246308,365,144,77,4566,0,865,47,7041,28462,2,0,102,67,131,12,0,1180,2,0,221,2,1,29,133,0,4008,10878,0,5,0,58,4927,24,12212,56,3166,340,630,220,126,8114,12,91,30,573,5496,3398,0,0,1342,0,1446,228,3,201,368,2302,44,688,0,189,77,175,0,0,41332,36485,11,13304,428,417,37,88,0,170,9,3227,694,276,20,0,19,101,2850,1,1,0,279,29,39,94,1,0,1778,243,35,4372,15,420,4,227,153,15,8,32,0,24,95,153,4,13,0,0,68,35796,6496,1,159,5,135,36,67,169,196,141,156,10,628,10062,18,51,94,49,4191,0,142,671,4,2661,1126,853,3180,0,113,242,1556,5153,63,0,23,28,545,25,2061,905,241,97,101,0,201,21,433,0,61,0,10,2,5,517,17,4194,155,0,6,505,80,12054,34981,41,724,239,3478,0,292,2842,7025,59,0,3,0,0,82,3841,4595,486,27,5,4,1882,32,258,67,14,6,731,664,16,0,385,0,235,10,1,447
GH,10,69,50,88,90,0,0,155,45,15,37,64,158,16,21,29,0,56,0,4,13,2,0,29,6,48,7,1,3,4,7,0,75,0,136,303,94201,9,55,161,20,143,4,175,488,0,2,144,48,29,0,0,159,4,0,2,7,0,1,11,0,11,32,0,3,0,15,722,171,24,5,256,33,1318,51,20,13,3,239,29,891,124,683,0,0,151,0,10402,599,0,17,68,50,39,15,0,12,6,13,0,0,93,14895,1,4804,150,137,0,9,0,12,3,445,211,72,13,0,0,0,496,0,8,0,97,46,3,9,0,0,619,26,7,72,11,151,4,46,17,45,5,9,0,68,20,41,42,6,0,0,15,27,955,0,46,1,43,8,42,163,12,4,2,6,112,1555,27,1,79,0,720,0,10,234,0,372,32,192,1184,0,9,34,4044,14,29,0,8,6,9,6,179,40,144,57,14,0,5,7,57,0,16,0,6,1,1,97,36,236,4,0,8,52,4,114,240,9,119,12,626,0,16,456,15,24,0,37,0,0,8,37,453,133,4,15,1,164,3,4,23,16,1,55,1945,9,0,354,0,24,8,1,33
UY,213,3,15,4,1,0,0,69,5,7,2,46,316,1,15,25,0,152,0,5,50,10,0,22,20,18,2,1,0,6,19,0,133,0,7,141,27,133100,399,91,3,254,3,66,120,0,9,78,61,17,7,0,266,2,0,2,3,0,233,12,0,6,8,0,1,0,5,473,0,1,2,211,98,87,1148,2566,2,0,9,4,164,299,233,0,0,4861,0,214,17,1,7,15,60,8,21,0,18,1,9,0,0,65,7064,0,794,213,103,0,434,0,14,0,68,2519,21,3,0,0,0,978,2,0,0,37,6,1,18,1,3,176,1943,0,17,3,5,0,6,1,5,0,235,0,0,7,8,2,2,0,1,4,9,287,0,24,0,11,346,4,8,9,83,7,2,28,1345,3,1,2,4,3429,0,14,79,0,379,49,103,297,0,16,7,124,13,0,0,6,38,6,0,71,34,17,12,4,0,401,0,98,0,0,0,0,2,0,2574,0,210,15,0,166,37,5,12,52,11,73,8,573,0,143,75,11,237,0,0,0,0,1,8,5802,52,4,5,0,53956,1,9,499,0,1,1565,74,7,0,41,0,56,1,2,2
BO,97,1,16,1,0,0,0,16,1,10,9,17,99,1,4,1,0,15,1,1,4,2,0,3,2,11,2,0,0,1,1,0,34,0,2,70,67,310,13258,36,4,28,2,12,42,0,1,7,8,1,1,0,325,0,0,4,1,1,0,2,0,2,15,0,0,0,3,90,1,36,0,63,19,18,711,367,4,0,2,0,72,27,146,0,0,2005,0,25,6,0,9,8,2,5,8,0,8,0,4,0,0,31,2694,0,235,51,31,0,128,0,1,0,39,735,27,2,0,1,0,177,0,0,0,22,1,2,2,0,0,58,838,0,3,0,18,0,3,1,1,0,131,0,0,2,8,1,3,0,0,1,22,274,0,1,0,3,160,4,4,7,70,1,0,7,296,5,0,2,3,1581,0,3,15,0,355,22,33,158,0,2,4,33,6,1,0,5,1,0,2,33,11,3,1,0,0,168,0,11,0,0,0,0,0,0,2072,0,169,4,0,1,6,0,15,14,4,26,0,218,0,7,420,6,91,0,1,0,0,0,6,1248,12,0,0,0,4336,0,2,172,0,2,794,5,0,0,8,0,18,0,0,4
IR,83,4,451,19,15,0,0,558,12,90,65,374,3450,41,39,22,10,197,6,44,63,11,0,85,17,128,31,5,9,8,78,0,441,0,39,4975,151,82,29,104416,3,1131,17,1792,1174,0,6,106,34,29,14,0,1346,6,0,12,1,0,14,38,0,91,176,0,5,0,12,2320,31,339,13,610,242,283,92,92,260,6,59,37,1217,265,1273,0,0,1471,0,452,76,1,147,131,248,31,124,0,55,16,230,0,0,804,24467,9,9246,1491,336,1,376,0,56,8,2381,578,218,10,0,1,5,1364,0,6,0,95,25,7,42,0,2,937,267,3,201,16,48,2,32,0,37,2,24,0,2,44,87,3,5,0,0,24,700,1949,2,47,27,163,52,33,77,6,67,68,5,260,6323,36,15,15,191,33838,0,67,142,0,2069,278,350,2509,0,15,79,585,120,6,0,22,21,45,6,800,282,29,31,32,0,22,3,245,0,43,0,8,5,4,164,9,1776,36,0,7,150,67,1851,908,24,295,44,1229,0,216,3721,162,106,0,6,1,0,12,625,2261,170,120,9,4,865,20,13,49,2,4,287,99,10,0,256,0,189,27,4,27
BZ,1,0,1,0,0,0,0,68,1,0,1,0,20,2,0,1,0,2,0,3,2,2,0,9,43,1,0,0,0,0,1,0,10,0,0,14,1,3,0,4,792,92,0,1,4,0,0,13,2,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,133,0,1,0,376,10,15,7,0,0,1,0,0,7,1,18,0,0,103,0,38,1,0,4,14,2,3,0,0,1,0,1,0,0,3,921,1,135,4,9,0,2,0,1,0,8,10,1,0,0,0,0,39,0,0,0,3,0,0,0,0,0,17,5,1,0,1,20,1,1,0,0,0,2,0,0,0,3,0,0,0,0,0,1,40,0,2,0,2,3,0,2,0,0,0,0,3,78,1,0,1,2,110,0,3,2,0,62,6,6,51,0,0,2,11,0,0,0,1,0,5,0,10,4,2,0,3,0,1,0,10,0,0,0,1,0,0,6,0,42,14,0,0,3,0,1,6,6,1,16,27,0,0,10,1,7,0,0,0,0,0,0,59,8,0,0,0,37,1,0,4,0,0,8,5,0,0,4,0,0,0,0,4
NL,219,29,255,75,49,0,0,1017,52,121,178,374,5133,60,92,42,3,473,7,9,185,94,0,260,56,365,62,11,7,13,33,0,853,0,107,1856,444,366,68,1077,36,119404,66,1156,1039,4,2,159,56,52,23,0,3190,7,0,21,3,9,25,55,0,149,147,0,14,0,6,6355,24,137,64,5634,1257,757,636,270,103,30,96,45,1135,480,2767,0,0,4333,0,1512,255,2,349,298,298,107,325,0,162,47,136,0,0,433,100840,12,13445,1090,4243,1,370,0,111,7,3331,2058,1030,19,0,7,2,2482,1,4,0,269,35,113,125,2,9,2891,1353,41,189,29,95,4,110,7,41,9,127,1,35,70,216,8,8,0,0,46,296,3687,0,51,11,181,262,11,113,19,67,67,7,445,9461,62,4,29,35,7809,0,205,420,4,3016,946,723,5527,0,80,146,2275,185,16,0,38,22,126,17,1150,617,139,40,66,0,86,16,934,0,12,0,25,6,4,1149,12,8180,78,0,21,526,114,336,1688,119,574,275,5024,0,66,7914,240,159,0,21,6,0,15,129,4549,880,41,20,13,3664,48,27,237,6,14,996,496,27,0,252,0,320,23,2,61
LU,1,1,6,0,0,0,0,22,0,3,6,31,101,1,4,0,0,13,0,0,13,4,0,10,2,17,1,1,0,1,2,0,65,0,15,36,5,42,2,20,1,68,1401,19,18,0,0,4,2,2,1,0,31,0,0,2,0,0,2,1,0,4,1,0,0,0,1,184,0,6,10,91,54,17,8,14,1,0,1,0,22,31,104,0,0,125,0,35,6,1,9,6,10,1,2,0,6,3,5,0,0,6,946,0,387,302,190,0,2,0,5,0,42,28,5,1,0,0,0,181,0,0,0,7,1,1,3,0,0,53,21,2,5,0,5,0,3,1,2,0,11,0,2,2,2,0,0,0,0,2,8,144,0,8,0,1,5,1,4,1,1,4,0,10,2812,0,0,0,1,269,0,12,21,0,224,22,11,98,0,4,5,27,11,1,0,1,0,20,0,34,26,15,6,1,0,3,1,50,0,0,0,0,0,0,44,0,68,2,0,0,2,2,16,51,6,12,7,235,0,1,85,17,6,0,0,0,0,0,6,245,30,2,1,0,366,1,5,1,0,0,21,9,1,0,14,0,7,6,0,1
