,DO,TG,SY,BW,NA,PF,GP,UA,BB,PS,GE,DZ,TR,MK,CD,SL,TK,HU,AD,MR,RS,LT,UM,EE,IS,LA,BN,GI,VG,FO,MG,AQ,CH,MF,CI,SA,GH,UY,BO,IR,BZ,NL,LU,PK,AE,MS,ST,JM,HT,TJ,SM,HM,KR,GD,PR,NU,GQ,EH,KG,PG,BV,LY,QA,SX,AI,TF,TM,DE,SS,OM,MT,RU,PL,LR,EC,PY,BH,KY,ZW,VA,FI,MA,CN,AW,CW,MX,BQ,NG,UG,NR,LK,BD,IL,TT,MM,SJ,SK,ML,AZ,CC,HK,YE,US,IM,GB,PT,BE,GW,PA,NF,AO,CV,MY,CO,SG,GN,WF,BI,KM,IT,WS,LS,PM,CZ,MU,SR,HR,VU,TL,AU,CL,MC,SD,FK,TZ,VC,ET,GM,BJ,KN,NI,PN,RW,MV,CY,TO,SH,MO,TV,GA,KW,IN,PW,BF,LI,NP,GT,NE,BS,MZ,CU,AL,TC,DK,FR,JE,DJ,ZM,AM,BR,GU,BG,RO,IO,JP,VN,TW,CA,AX,MN,SI,ZA,TN,MW,CX,GY,GL,KZ,FJ,SE,AT,CM,SN,CF,VI,HN,GG,GR,NC,DM,AS,ME,SB,FM,VE,ER,ID,UZ,BL,LC,NZ,KH,IQ,EG,LV,NO,BY,PH,MP,AF,TH,JO,SV,MQ,AG,KI,RE,BM,LB,ES,IE,XK,SC,CK,AR,MD,TD,CR,SZ,BT,PE,KE,GS,YT,BA,GF,KP,CG,MH,SO
RS,0,0,1,0,0,0,0,3,0,0,2,0,13,10,0,0,1,1,0,0,747,0,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,8,0,1,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,14,0,0,0,13,4,2,6,0,0,0,0,0,1,0,4,0,0,6,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,92,0,26,1,4,0,0,0,0,1,2,4,31,0,0,0,0,18,0,0,0,1,1,0,21,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,0,0,0,0,0,0,1,1,0,0,0,2,21,0,0,0,0,964,0,4,10,0,15,2,4,9,0,0,2,1,1,0,0,1,0,2,0,7,3,0,0,0,0,5,0,4,0,0,0,6,0,0,9,0,12,1,0,0,0,0,0,0,1,3,0,5,0,1,42,1,3,0,1,0,0,0,0,52,6,1,0,0,12,0,0,0,0,0,3,0,0,0,23,0,0,0,0,0
LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,2,1,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,14,1,1,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,26,0,0,1,0,6,0,0,69,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
UM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,0,0,64,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,10,0,1,8,0,0,0,0,1,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,30,2,1,1,0,0,0,0,1,4,0,30,0,0,3,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,105,0,28,0,0,0,1,0,0,0,5,1,1,0,0,0,0,8,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,7,0,2,0,0,1,0,0,0,0,0,0,4,9,0,0,0,0,22,0,0,0,0,121,0,3,49,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,3,7,2,1,6,0,0,3,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
IS,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,54,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,2,0,0,0,0,0,0,1,0,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,45,0,19,0,1,0,0,0,0,0,1,1,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,5,1,0,0,1,6,0,0,0,0,8,0,0,7,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,11,0,0,0,1,0,0,0,2,3,0,2,0,0,4,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
LA,0,0,3,0,0,0,0,2,2,0,6,4,7,0,0,0,0,1,0,0,0,1,0,0,0,41,3,0,0,0,0,0,2,0,0,2,0,3,1,3,0,24,0,0,5,0,0,1,0,2,0,0,3,0,0,0,0,0,0,1,0,1,1,0,1,0,0,18,0,0,0,11,17,17,6,6,0,1,0,1,9,0,36,0,0,35,0,10,2,0,0,0,3,4,0,0,2,0,1,0,0,1,1328,2,121,5,4,0,2,0,0,0,12,32,8,0,0,0,0,33,0,0,0,2,0,0,0,0,0,32,22,1,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,1,2,0,3,0,1,0,0,6,45,2,0,1,0,100,0,0,1,0,49,5,6,79,0,0,1,11,0,0,0,1,0,0,1,9,0,1,0,0,0,1,0,2,0,1,0,0,0,0,34,0,27,0,0,0,8,0,0,6,2,4,2,26,0,0,27,0,7,0,0,0,0,0,1,22,16,0,0,0,38,1,0,1,0,0,11,3,1,0,7,0,0,0,0,0
BN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,371,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,52,0,31,0,1,0,0,0,0,0,24,1,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,5,0,0,1,0,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,6,0,0,13,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GI,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
VG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FO,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MG,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,12,0,0,0,0,0,0,0,3,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,1,13,0,0,0,0,424,0,0,1,0,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,1,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,4,2,0,0,0,3,0,0,0,0,0,3,0,1,0,2,0,0,0,0,0
AQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH,7,0,1,0,0,0,0,2,1,0,0,0,36,2,0,0,0,3,0,0,3,1,0,0,0,3,0,0,0,1,0,0,565,0,2,8,0,1,1,2,0,27,0,4,12,0,0,3,0,2,0,0,10,1,0,0,0,0,0,1,0,2,0,0,0,0,0,126,0,0,0,11,6,4,1,2,4,0,1,0,6,0,13,0,0,31,0,1,0,0,2,3,2,1,0,0,1,0,0,0,0,1,342,0,178,4,10,0,1,0,0,0,10,16,12,0,0,0,1,50,1,0,0,1,1,0,3,0,0,39,17,0,0,1,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,0,9,17,0,0,1,0,3,0,1,0,1,1,0,5,227,0,0,2,0,98,0,1,2,0,46,1,0,58,0,1,1,10,4,0,0,0,0,3,0,12,13,2,0,0,0,0,0,7,0,1,0,0,0,0,11,0,34,0,0,0,2,0,0,31,6,7,1,17,0,1,6,2,0,0,0,0,0,0,2,51,14,0,1,0,20,0,0,0,0,0,9,3,0,0,2,0,1,0,0,0
MF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CI,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,5,0,0,1,0,0,0,0,0
SA,0,0,27,0,2,0,0,2,0,7,2,22,18,1,0,0,0,3,8,1,2,1,0,1,1,1,0,0,0,0,0,0,5,0,1,13176,0,0,0,19,0,16,1,7,338,1,0,0,0,3,0,0,20,0,0,0,0,0,0,0,0,14,240,0,0,0,0,51,0,56,0,9,6,17,4,1,236,0,0,5,5,13,39,0,0,6,0,5,2,0,1,0,7,0,10,0,2,0,0,0,0,1229,690,0,290,2,1,0,0,0,0,0,23,8,7,0,0,0,0,26,0,0,0,2,0,0,0,0,0,72,1,0,18,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,874,34,0,0,0,3,2,0,10,1,0,1,0,4,83,0,1,1,0,122,0,0,5,1,19,3,3,127,0,0,0,21,22,1,0,0,0,2,0,10,3,0,1,0,0,0,1,0,0,1,0,0,0,0,8,0,40,0,0,0,13,0,33,284,0,9,2,18,0,7,21,49,1,0,0,0,0,0,28,35,13,0,0,0,10,0,0,0,0,0,7,2,0,0,11,0,4,0,0,1
GH,0,0,2,1,0,0,0,2,0,0,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,407,0,0,1,0,5,0,1,4,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,2,2,2,0,0,1,0,0,2,3,1,6,0,0,3,0,15,1,0,0,0,1,0,0,0,1,0,0,0,0,0,143,0,78,1,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,15,0,0,0,0,27,0,0,0,0,4,1,0,15,0,2,1,7,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,32,0,6,0,0,0,1,0,1,0,0,0,1,2,0,0,6,0,0,0,0,0,0,0,0,4,2,1,0,0,6,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0
UY,53,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0,2,0,0,0,0,2,0,0,0,0,5,0,3,0,0,0,0,1509,5,1,0,4,0,1,11,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,5,1,2,115,51,0,0,0,1,0,1,10,0,0,415,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,167,0,25,2,3,0,20,0,0,0,6,264,0,0,0,0,0,26,0,0,0,1,0,0,1,0,0,3,54,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,59,0,0,0,1,0,0,1,21,0,0,0,1,255,0,1,7,0,2,0,1,13,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,21,0,1,0,0,0,0,0,0,366,0,18,2,0,0,0,0,0,0,1,1,0,5,0,1,2,0,31,0,0,0,0,0,0,355,1,0,0,0,449,0,0,6,0,0,43,2,0,0,2,0,0,0,0,0
BO,2,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,241,1,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,8,5,0,0,0,2,1,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,11,0,0,0,1,0,0,0,1,12,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,3,4,0,0,0,0,48,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,24,0,5,0,0,0,0,0,0,1,0,2,0,4,0,0,1,0,9,0,0,0,0,0,0,33,0,0,0,0,51,0,0,3,0,0,11,0,0,0,1,0,0,0,0,0
IR,1,0,18,1,1,0,0,3,0,2,1,1,21,1,0,0,0,6,0,0,4,0,0,3,0,0,1,0,0,0,2,0,2,0,0,7,1,0,0,201,0,22,0,4,12,0,0,2,0,0,0,0,5,0,0,0,1,0,0,0,0,0,5,0,0,0,0,49,1,0,0,22,1,4,1,1,29,0,1,12,5,2,24,0,0,9,0,5,2,0,1,0,3,0,0,0,1,0,0,0,0,4,659,0,75,1,5,0,32,0,0,0,7,6,7,1,0,0,0,21,0,0,0,1,0,0,0,0,0,18,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27,5,0,1,0,0,0,0,1,0,1,1,0,2,44,0,0,0,0,823,0,0,0,0,63,1,0,41,0,0,1,1,0,0,0,0,0,0,0,12,1,2,0,0,0,1,0,3,0,26,0,0,0,0,2,0,24,0,0,0,4,0,4,5,1,0,0,13,0,2,31,0,18,0,0,1,0,0,5,17,2,0,0,0,3,0,0,1,0,1,4,3,1,0,1,0,2,0,0,1
BZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0
NL,105,0,9,0,3,0,0,17,5,4,14,22,87,3,3,1,1,18,0,1,12,1,0,9,1,25,5,0,0,2,9,0,23,0,3,25,16,8,5,40,1,32839,2,14,62,0,0,4,5,3,0,0,25,0,0,0,0,0,0,1,0,1,4,0,1,0,1,379,1,2,0,45,29,59,200,31,3,0,4,2,192,21,115,0,0,312,0,36,7,1,1,6,28,6,3,0,11,0,3,0,0,13,3022,2,620,21,321,0,38,0,1,1,57,209,44,2,0,0,0,169,2,0,0,13,2,16,11,1,1,108,33,1,17,1,2,0,6,0,0,0,3,0,0,6,6,0,0,0,0,1,14,111,0,2,0,2,83,0,9,0,7,4,0,26,572,4,1,2,2,254,0,8,39,0,96,4,6,204,0,5,4,66,0,0,0,4,5,4,0,78,125,0,2,1,0,45,0,28,0,1,0,0,2,0,248,0,128,3,0,1,22,0,7,29,8,55,6,67,0,5,51,10,94,0,0,0,0,0,8,217,52,4,0,1,107,1,6,5,1,1,29,15,3,0,46,0,12,1,0,20
LU,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,33,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,6,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PK,0,0,8,0,0,0,0,2,1,2,0,2,8,1,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,29,1,2,0,4,0,8,0,681,52,0,0,1,0,0,0,0,4,0,0,0,0,1,0,1,0,1,12,0,0,0,0,9,0,1,0,3,0,7,2,0,13,0,0,1,2,0,18,0,0,11,0,6,0,0,1,2,0,0,0,0,0,0,0,0,0,4,328,0,409,2,1,0,2,0,0,0,13,9,3,0,0,0,0,13,0,0,0,1,1,0,1,0,0,25,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,109,0,0,0,0,2,1,1,0,0,1,0,6,20,2,0,0,0,44,0,1,1,0,102,0,1,31,0,0,2,6,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,14,0,0,0,6,0,2,5,0,5,1,8,0,3,3,0,2,0,0,0,0,0,1,14,19,0,0,0,8,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0
AE,32,0,21,3,0,0,0,21,1,4,20,11,106,20,6,0,0,33,80,1,19,6,0,26,8,27,18,3,1,1,2,0,27,0,1,636,18,57,7,21,1,177,2,46,2883,0,0,10,1,0,0,0,21,0,0,0,0,0,0,0,0,11,132,0,0,0,0,188,0,16,2,64,91,77,130,47,164,1,2,4,33,22,91,0,0,993,0,59,4,0,8,2,96,15,0,0,9,1,2,0,0,141,3366,5,1114,55,47,0,21,0,0,1,164,370,103,2,0,0,0,379,0,0,0,14,1,4,72,0,1,442,866,2,8,0,2,0,2,0,0,1,8,0,0,4,9,5,1,0,0,1,446,172,0,5,1,7,43,0,8,2,7,4,0,120,271,13,0,0,2,1614,0,7,21,0,79,13,9,703,0,0,12,76,10,0,0,1,1,5,1,161,26,2,0,0,0,20,3,26,0,4,0,3,0,0,320,0,461,0,0,0,41,0,23,257,6,188,6,377,0,4,91,45,33,0,1,0,0,1,34,724,103,4,0,0,1164,1,0,26,0,1,159,6,0,0,26,0,15,0,0,2
MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
